arity,depth,density,dep_length,crossings,n_tokens,lang,source,model
4,3,0.0625,2.25,0,16,en,LLM,chatgpt
4,4,0.0625,2.375,0,16,en,LLM,chatgpt
5,4,0.0625,2.1875,0,16,en,LLM,chatgpt
4,4,0.058823529411764705,2.588235294117647,0,17,en,LLM,chatgpt
5,3,0.0625,2.6875,0,16,en,LLM,chatgpt
4,3,0.06666666666666667,2.533333333333333,0,15,en,LLM,chatgpt
5,3,0.06666666666666667,2.1333333333333333,0,15,en,LLM,chatgpt
4,4,0.07142857142857142,2.142857142857143,0,14,en,LLM,chatgpt
4,3,0.07142857142857142,2.0,0,14,en,LLM,chatgpt
4,3,0.07692307692307693,2.1538461538461537,0,13,en,LLM,chatgpt
5,3,0.06666666666666667,1.8666666666666667,0,15,en,LLM,chatgpt
3,4,0.06666666666666667,2.2,0,15,en,LLM,chatgpt
5,4,0.06666666666666667,2.6666666666666665,0,15,en,LLM,chatgpt
5,3,0.07142857142857142,1.9285714285714286,0,14,en,LLM,chatgpt
4,4,0.06666666666666667,2.466666666666667,0,15,en,LLM,chatgpt
5,3,0.06666666666666667,2.533333333333333,0,15,en,LLM,chatgpt
3,4,0.07692307692307693,2.1538461538461537,0,13,en,LLM,chatgpt
5,4,0.07142857142857142,1.8571428571428572,0,14,en,LLM,chatgpt
3,4,0.07142857142857142,2.0714285714285716,0,14,en,LLM,chatgpt
5,3,0.06666666666666667,2.066666666666667,0,15,en,LLM,chatgpt
5,3,0.07142857142857142,2.4285714285714284,0,14,en,LLM,chatgpt
5,2,0.07142857142857142,2.2142857142857144,0,14,en,LLM,chatgpt
4,4,0.07692307692307693,2.076923076923077,0,13,en,LLM,chatgpt
5,3,0.07692307692307693,1.8461538461538463,0,13,en,LLM,chatgpt
5,4,0.07142857142857142,1.9285714285714286,0,14,en,LLM,chatgpt
5,3,0.06666666666666667,2.6666666666666665,0,15,en,LLM,chatgpt
3,4,0.07142857142857142,2.0714285714285716,0,14,en,LLM,chatgpt
5,3,0.058823529411764705,2.1176470588235294,0,17,en,LLM,chatgpt
4,4,0.058823529411764705,2.764705882352941,0,17,en,LLM,chatgpt
5,4,0.0625,2.6875,0,16,en,LLM,chatgpt
4,4,0.0625,2.625,0,16,en,LLM,chatgpt
5,3,0.06666666666666667,2.2,0,15,en,LLM,chatgpt
5,4,0.05263157894736842,2.6315789473684212,0,19,en,LLM,chatgpt
5,3,0.0625,2.5625,0,16,en,LLM,chatgpt
5,3,0.0625,2.4375,0,16,en,LLM,chatgpt
3,4,0.06666666666666667,2.2,0,15,en,LLM,chatgpt
4,3,0.06666666666666667,2.533333333333333,0,15,en,LLM,chatgpt
6,3,0.0625,2.1875,0,16,en,LLM,chatgpt
5,3,0.0625,2.75,0,16,en,LLM,chatgpt
5,3,0.0625,2.75,0,16,en,LLM,chatgpt
5,3,0.0625,2.25,0,16,en,LLM,chatgpt
4,4,0.06666666666666667,2.3333333333333335,0,15,en,LLM,chatgpt
5,3,0.0625,2.875,0,16,en,LLM,chatgpt
4,3,0.06666666666666667,2.533333333333333,0,15,en,LLM,chatgpt
6,3,0.06666666666666667,2.1333333333333333,0,15,en,LLM,chatgpt
4,3,0.06666666666666667,2.3333333333333335,0,15,en,LLM,chatgpt
6,3,0.0625,2.25,0,16,en,LLM,chatgpt
4,4,0.0625,2.4375,0,16,en,LLM,chatgpt
4,4,0.06666666666666667,2.466666666666667,0,15,en,LLM,chatgpt
4,4,0.06666666666666667,2.2666666666666666,0,15,en,LLM,chatgpt
4,3,0.0625,2.25,0,16,en,LLM,chatgpt
4,4,0.07142857142857142,2.4285714285714284,0,14,en,LLM,chatgpt
4,4,0.0625,2.25,0,16,en,LLM,chatgpt
4,4,0.0625,2.6875,0,16,en,LLM,chatgpt
5,4,0.06666666666666667,2.466666666666667,0,15,en,LLM,chatgpt
4,3,0.06666666666666667,2.6,0,15,en,LLM,chatgpt
5,4,0.06666666666666667,1.9333333333333333,0,15,en,LLM,chatgpt
4,4,0.07142857142857142,2.142857142857143,0,14,en,LLM,chatgpt
5,3,0.07142857142857142,2.2142857142857144,0,14,en,LLM,chatgpt
4,3,0.07142857142857142,2.4285714285714284,0,14,en,LLM,chatgpt
5,3,0.07142857142857142,1.8571428571428572,0,14,en,LLM,chatgpt
4,4,0.06666666666666667,2.2,0,15,en,LLM,chatgpt
5,3,0.07142857142857142,2.5714285714285716,0,14,en,LLM,chatgpt
4,3,0.07692307692307693,1.9230769230769231,0,13,en,LLM,chatgpt
4,4,0.06666666666666667,2.466666666666667,0,15,en,LLM,chatgpt
5,3,0.07142857142857142,2.5714285714285716,0,14,en,LLM,chatgpt
4,4,0.06666666666666667,2.3333333333333335,0,15,en,LLM,chatgpt
5,3,0.07142857142857142,2.0714285714285716,0,14,en,LLM,chatgpt
4,4,0.07142857142857142,2.2142857142857144,0,14,en,LLM,chatgpt
6,3,0.07142857142857142,2.0714285714285716,0,14,en,LLM,chatgpt
4,3,0.07142857142857142,2.357142857142857,0,14,en,LLM,chatgpt
4,3,0.07142857142857142,2.2142857142857144,0,14,en,LLM,chatgpt
4,4,0.07692307692307693,2.076923076923077,0,13,en,LLM,chatgpt
5,3,0.07692307692307693,1.8461538461538463,0,13,en,LLM,chatgpt
4,4,0.07142857142857142,2.0,0,14,en,LLM,chatgpt
5,3,0.07142857142857142,2.4285714285714284,0,14,en,LLM,chatgpt
3,4,0.07142857142857142,2.0714285714285716,0,14,en,LLM,chatgpt
7,2,0.058823529411764705,2.7058823529411766,0,17,en,LLM,chatgpt
3,4,0.0625,2.5625,0,16,en,LLM,chatgpt
5,4,0.058823529411764705,2.7058823529411766,0,17,en,LLM,chatgpt
5,3,0.06666666666666667,3.1333333333333333,0,15,en,LLM,chatgpt
6,3,0.058823529411764705,2.411764705882353,0,17,en,LLM,chatgpt
6,4,0.058823529411764705,2.588235294117647,0,17,en,LLM,chatgpt
6,4,0.058823529411764705,2.5294117647058822,0,17,en,LLM,chatgpt
5,4,0.05555555555555555,2.611111111111111,0,18,en,LLM,chatgpt
5,3,0.058823529411764705,2.4705882352941178,0,17,en,LLM,chatgpt
5,4,0.06666666666666667,2.2666666666666666,0,15,en,LLM,chatgpt
6,3,0.05555555555555555,3.0,0,18,en,LLM,chatgpt
6,3,0.0625,2.25,0,16,en,LLM,chatgpt
4,5,0.058823529411764705,2.235294117647059,0,17,en,LLM,chatgpt
6,3,0.0625,2.6875,0,16,en,LLM,chatgpt
6,3,0.058823529411764705,3.0,0,17,en,LLM,chatgpt
5,3,0.0625,2.5,0,16,en,LLM,chatgpt
3,4,0.0625,2.4375,0,16,en,LLM,chatgpt
7,3,0.058823529411764705,3.0,0,17,en,LLM,chatgpt
4,5,0.05555555555555555,2.1666666666666665,0,18,en,LLM,chatgpt
4,4,0.06666666666666667,2.1333333333333333,0,15,en,LLM,chatgpt
5,5,0.05555555555555555,2.6666666666666665,0,18,en,LLM,chatgpt
5,4,0.0625,2.5625,0,16,en,LLM,chatgpt
4,4,0.058823529411764705,2.4705882352941178,0,17,en,LLM,chatgpt
4,4,0.058823529411764705,2.2941176470588234,0,17,en,LLM,chatgpt
5,5,0.05555555555555555,2.6666666666666665,0,18,en,LLM,chatgpt
5,5,0.058823529411764705,3.0588235294117645,0,17,en,LLM,chatgpt
3,4,0.0625,2.5,0,16,en,LLM,chatgpt
5,4,0.058823529411764705,3.411764705882353,0,17,en,LLM,chatgpt
4,4,0.06666666666666667,2.6666666666666665,0,15,en,LLM,chatgpt
5,3,0.058823529411764705,2.411764705882353,0,17,en,LLM,chatgpt
4,3,0.06666666666666667,2.2666666666666666,0,15,en,LLM,chatgpt
5,4,0.058823529411764705,2.8823529411764706,0,17,en,LLM,chatgpt
5,4,0.058823529411764705,2.5294117647058822,0,17,en,LLM,chatgpt
4,5,0.0625,2.25,0,16,en,LLM,chatgpt
5,4,0.0625,2.8125,0,16,en,LLM,chatgpt
5,4,0.058823529411764705,2.823529411764706,0,17,en,LLM,chatgpt
6,4,0.058823529411764705,2.176470588235294,0,17,en,LLM,chatgpt
5,4,0.0625,2.3125,0,16,en,LLM,chatgpt
6,5,0.0625,2.6875,0,16,en,LLM,chatgpt
4,4,0.0625,2.1875,1,16,en,LLM,chatgpt
4,6,0.05263157894736842,2.789473684210526,1,19,en,LLM,chatgpt
5,3,0.0625,2.6875,0,16,en,LLM,chatgpt
5,3,0.06666666666666667,2.933333333333333,0,15,en,LLM,chatgpt
4,4,0.058823529411764705,2.1176470588235294,0,17,en,LLM,chatgpt
3,4,0.06666666666666667,2.2,0,15,en,LLM,chatgpt
6,4,0.0625,2.875,0,16,en,LLM,chatgpt
5,3,0.0625,2.0625,0,16,en,LLM,chatgpt
5,4,0.0625,2.3125,0,16,en,LLM,chatgpt
5,3,0.0625,2.875,0,16,en,LLM,chatgpt
5,7,0.05263157894736842,3.210526315789474,0,19,en,LLM,chatgpt
4,3,0.058823529411764705,2.176470588235294,0,17,en,LLM,chatgpt
4,5,0.05,3.2,0,20,en,LLM,chatgpt
6,4,0.058823529411764705,2.8823529411764706,0,17,en,LLM,chatgpt
4,4,0.0625,3.3125,0,16,en,LLM,chatgpt
5,3,0.0625,2.0,0,16,en,LLM,chatgpt
5,4,0.0625,2.4375,0,16,en,LLM,chatgpt
6,3,0.0625,2.8125,0,16,en,LLM,chatgpt
6,4,0.05263157894736842,3.789473684210526,0,19,en,LLM,chatgpt
5,4,0.0625,2.3125,0,16,en,LLM,chatgpt
5,4,0.0625,2.625,0,16,en,LLM,chatgpt
4,5,0.05555555555555555,2.8333333333333335,0,18,en,LLM,chatgpt
5,5,0.05555555555555555,2.6666666666666665,0,18,en,LLM,chatgpt
5,4,0.05555555555555555,2.7222222222222223,0,18,en,LLM,chatgpt
3,5,0.05263157894736842,2.473684210526316,0,19,en,LLM,chatgpt
5,5,0.0625,2.4375,0,16,en,LLM,chatgpt
5,5,0.05555555555555555,2.1666666666666665,0,18,en,LLM,chatgpt
4,4,0.058823529411764705,2.8823529411764706,1,17,en,LLM,chatgpt
5,4,0.058823529411764705,2.764705882352941,0,17,en,LLM,chatgpt
5,5,0.05263157894736842,2.8421052631578947,0,19,en,LLM,chatgpt
5,3,0.0625,2.0625,0,16,en,LLM,chatgpt
5,4,0.06666666666666667,2.3333333333333335,0,15,en,LLM,chatgpt
5,4,0.058823529411764705,2.7058823529411766,0,17,en,LLM,chatgpt
5,3,0.058823529411764705,2.1176470588235294,0,17,en,LLM,chatgpt
4,3,0.07142857142857142,2.142857142857143,0,14,en,LLM,chatgpt
5,4,0.058823529411764705,2.8823529411764706,0,17,en,LLM,chatgpt
5,4,0.0625,2.4375,0,16,en,LLM,chatgpt
6,3,0.05555555555555555,2.4444444444444446,0,18,en,LLM,chatgpt
6,4,0.0625,2.375,0,16,en,LLM,chatgpt
5,3,0.0625,2.6875,0,16,en,LLM,chatgpt
5,3,0.05555555555555555,3.2222222222222223,0,18,en,LLM,chatgpt
5,3,0.06666666666666667,2.066666666666667,0,15,en,LLM,chatgpt
4,4,0.0625,2.5625,0,16,en,LLM,chatgpt
4,5,0.0625,2.5625,0,16,en,LLM,chatgpt
4,5,0.0625,2.25,0,16,en,LLM,chatgpt
4,6,0.058823529411764705,2.0588235294117645,0,17,en,LLM,chatgpt
5,4,0.07692307692307693,2.3846153846153846,0,13,en,LLM,chatgpt
5,4,0.0625,2.8125,0,16,en,LLM,chatgpt
5,3,0.06666666666666667,2.066666666666667,0,15,en,LLM,chatgpt
4,4,0.0625,2.375,0,16,en,LLM,chatgpt
5,4,0.0625,2.4375,0,16,en,LLM,chatgpt
4,3,0.06666666666666667,2.8666666666666667,0,15,en,LLM,chatgpt
6,3,0.05555555555555555,2.3333333333333335,0,18,en,LLM,chatgpt
4,4,0.0625,2.3125,0,16,en,LLM,chatgpt
5,3,0.06666666666666667,2.7333333333333334,0,15,en,LLM,chatgpt
4,3,0.0625,2.3125,0,16,en,LLM,chatgpt
5,4,0.06666666666666667,2.6,0,15,en,LLM,chatgpt
5,7,0.0625,3.0625,0,16,en,LLM,chatgpt
4,5,0.0625,2.5625,2,16,en,LLM,chatgpt
5,4,0.0625,2.0,0,16,en,LLM,chatgpt
4,4,0.05555555555555555,2.2222222222222223,0,18,en,LLM,chatgpt
6,3,0.0625,2.3125,0,16,en,LLM,chatgpt
3,4,0.0625,2.5625,0,16,en,LLM,chatgpt
5,3,0.0625,2.8125,0,16,en,LLM,chatgpt
6,3,0.07142857142857142,3.0714285714285716,0,14,en,LLM,chatgpt
4,4,0.06666666666666667,2.2,0,15,en,LLM,chatgpt
6,4,0.0625,2.4375,0,16,en,LLM,chatgpt
6,3,0.06666666666666667,2.8666666666666667,0,15,en,LLM,chatgpt
5,3,0.07142857142857142,3.0714285714285716,0,14,en,LLM,chatgpt
5,4,0.058823529411764705,2.4705882352941178,0,17,en,LLM,chatgpt
3,4,0.06666666666666667,2.1333333333333333,0,15,en,LLM,chatgpt
5,3,0.06666666666666667,2.6666666666666665,0,15,en,LLM,chatgpt
4,4,0.07142857142857142,2.7857142857142856,0,14,en,LLM,chatgpt
5,3,0.06666666666666667,2.3333333333333335,0,15,en,LLM,chatgpt
5,4,0.06666666666666667,2.2,0,15,en,LLM,chatgpt
5,3,0.06666666666666667,2.8,0,15,en,LLM,chatgpt
4,4,0.07142857142857142,2.2142857142857144,0,14,en,LLM,chatgpt
5,3,0.0625,2.25,0,16,en,LLM,chatgpt
4,3,0.07142857142857142,2.642857142857143,0,14,en,LLM,chatgpt
5,3,0.0625,2.9375,0,16,en,LLM,chatgpt
4,5,0.06666666666666667,3.2,0,15,en,LLM,chatgpt
6,3,0.06666666666666667,2.2,0,15,en,LLM,chatgpt
5,4,0.0625,2.75,0,16,en,LLM,chatgpt
5,3,0.06666666666666667,2.8666666666666667,0,15,en,LLM,chatgpt
5,4,0.0625,3.125,0,16,en,LLM,chatgpt
6,3,0.06666666666666667,2.066666666666667,0,15,en,LLM,chatgpt
6,4,0.06666666666666667,2.4,0,15,en,LLM,chatgpt
5,3,0.0625,2.6875,0,16,en,LLM,chatgpt
4,4,0.0625,3.125,0,16,en,LLM,chatgpt
4,3,0.06666666666666667,2.0,0,15,en,LLM,chatgpt
3,5,0.06666666666666667,2.533333333333333,0,15,en,LLM,chatgpt
5,3,0.06666666666666667,2.6666666666666665,0,15,en,LLM,chatgpt
4,6,0.06666666666666667,2.2666666666666666,0,15,en,LLM,chatgpt
6,3,0.06666666666666667,2.1333333333333333,0,15,en,LLM,chatgpt
4,4,0.06666666666666667,2.2666666666666666,0,15,en,LLM,chatgpt
5,3,0.0625,2.5625,0,16,en,LLM,chatgpt
5,3,0.06666666666666667,3.3333333333333335,0,15,en,LLM,chatgpt
5,3,0.06666666666666667,2.066666666666667,0,15,en,LLM,chatgpt
5,4,0.0625,2.375,0,16,en,LLM,chatgpt
5,3,0.0625,2.8125,0,16,en,LLM,chatgpt
4,3,0.0625,2.375,0,16,en,LLM,chatgpt
6,3,0.058823529411764705,2.5294117647058822,0,17,en,LLM,chatgpt
3,4,0.06666666666666667,2.4,0,15,en,LLM,chatgpt
5,3,0.058823529411764705,2.8823529411764706,0,17,en,LLM,chatgpt
6,3,0.07142857142857142,2.857142857142857,0,14,en,LLM,chatgpt
5,4,0.0625,2.375,0,16,en,LLM,chatgpt
5,4,0.06666666666666667,2.2666666666666666,0,15,en,LLM,chatgpt
5,3,0.0625,2.6875,0,16,en,LLM,chatgpt
4,4,0.07692307692307693,2.6153846153846154,0,13,en,LLM,chatgpt
6,3,0.0625,2.3125,0,16,en,LLM,chatgpt
3,5,0.06666666666666667,2.066666666666667,0,15,en,LLM,chatgpt
5,3,0.0625,2.4375,0,16,en,LLM,chatgpt
4,4,0.05263157894736842,2.5789473684210527,0,19,en,LLM,chatgpt
4,5,0.058823529411764705,2.9411764705882355,0,17,en,LLM,chatgpt
5,5,0.058823529411764705,2.6470588235294117,0,17,en,LLM,chatgpt
5,3,0.06666666666666667,2.466666666666667,0,15,en,LLM,chatgpt
6,3,0.0625,2.375,0,16,en,LLM,chatgpt
4,4,0.06666666666666667,3.1333333333333333,0,15,en,LLM,chatgpt
5,6,0.058823529411764705,3.0588235294117645,0,17,en,LLM,chatgpt
5,4,0.0625,2.75,1,16,en,LLM,chatgpt
5,3,0.06666666666666667,2.066666666666667,0,15,en,LLM,chatgpt
4,4,0.07142857142857142,2.5714285714285716,0,14,en,LLM,chatgpt
5,5,0.0625,3.0,0,16,en,LLM,chatgpt
4,4,0.0625,2.125,0,16,en,LLM,chatgpt
3,4,0.06666666666666667,2.3333333333333335,0,15,en,LLM,chatgpt
5,3,0.06666666666666667,2.7333333333333334,0,15,en,LLM,chatgpt
5,4,0.07142857142857142,2.2142857142857144,0,14,en,LLM,chatgpt
5,3,0.058823529411764705,2.3529411764705883,0,17,en,LLM,chatgpt
4,4,0.05555555555555555,2.888888888888889,0,18,en,LLM,chatgpt
3,5,0.07142857142857142,2.357142857142857,0,14,en,LLM,chatgpt
5,4,0.058823529411764705,2.1176470588235294,0,17,en,LLM,chatgpt
5,3,0.06666666666666667,2.4,0,15,en,LLM,chatgpt
5,4,0.06666666666666667,2.466666666666667,0,15,en,LLM,chatgpt
5,3,0.058823529411764705,3.411764705882353,0,17,en,LLM,chatgpt
5,4,0.0625,2.3125,0,16,en,LLM,chatgpt
5,3,0.06666666666666667,2.066666666666667,0,15,en,LLM,chatgpt
6,3,0.06666666666666667,2.6666666666666665,0,15,en,LLM,chatgpt
5,3,0.0625,2.0625,0,16,en,LLM,chatgpt
4,4,0.07142857142857142,2.357142857142857,0,14,en,LLM,chatgpt
5,3,0.06666666666666667,2.6666666666666665,0,15,en,LLM,chatgpt
5,3,0.07142857142857142,2.0714285714285716,0,14,en,LLM,chatgpt
5,4,0.06666666666666667,2.2666666666666666,0,15,en,LLM,chatgpt
6,3,0.06666666666666667,3.1333333333333333,0,15,en,LLM,chatgpt
5,4,0.06666666666666667,2.466666666666667,0,15,en,LLM,chatgpt
3,4,0.06666666666666667,2.066666666666667,0,15,en,LLM,chatgpt
5,3,0.07142857142857142,2.9285714285714284,0,14,en,LLM,chatgpt
6,3,0.06666666666666667,2.1333333333333333,0,15,en,LLM,chatgpt
4,4,0.07692307692307693,2.3076923076923075,0,13,en,LLM,chatgpt
5,5,0.05555555555555555,3.2222222222222223,0,18,en,LLM,chatgpt
5,4,0.058823529411764705,2.411764705882353,0,17,en,LLM,chatgpt
4,4,0.07142857142857142,2.5714285714285716,0,14,en,LLM,chatgpt
6,3,0.07142857142857142,2.7857142857142856,0,14,en,LLM,chatgpt
4,3,0.07142857142857142,2.0,0,14,en,LLM,chatgpt
5,3,0.07692307692307693,2.3846153846153846,0,13,en,LLM,chatgpt
4,4,0.06666666666666667,3.066666666666667,0,15,en,LLM,chatgpt
4,3,0.06666666666666667,2.066666666666667,0,15,en,LLM,chatgpt
3,5,0.07142857142857142,2.5,0,14,en,LLM,chatgpt
5,4,0.06666666666666667,2.4,0,15,en,LLM,chatgpt
5,3,0.07692307692307693,1.9230769230769231,0,13,en,LLM,chatgpt
3,4,0.07692307692307693,2.076923076923077,0,13,en,LLM,chatgpt
5,3,0.06666666666666667,2.533333333333333,0,15,en,LLM,chatgpt
1,1,0.5,0.5,0,2,fi,Human,N/A
1,1,0.5,0.5,0,2,fi,Random,N/A
4,4,0.1,2.2,0,10,fi,Human,N/A
4,5,0.1,4.1,6,10,fi,Random,N/A
4,7,0.06666666666666667,2.2666666666666666,1,15,fi,Human,N/A
4,4,0.06666666666666667,5.466666666666667,28,15,fi,Random,N/A
4,2,0.16666666666666666,1.3333333333333333,0,6,fi,Human,N/A
4,2,0.16666666666666666,2.3333333333333335,0,6,fi,Random,N/A
4,5,0.08333333333333333,2.4166666666666665,3,12,fi,Human,N/A
3,4,0.08333333333333333,3.75,10,12,fi,Random,N/A
3,3,0.1111111111111111,2.111111111111111,0,9,fi,Human,N/A
2,3,0.1111111111111111,2.888888888888889,6,9,fi,Random,N/A
1,1,0.5,0.5,0,2,fi,Human,N/A
1,1,0.5,0.5,0,2,fi,Random,N/A
5,2,0.125,2.0,0,8,fi,Human,N/A
3,3,0.125,2.25,1,8,fi,Random,N/A
2,4,0.125,2.375,0,8,fi,Human,N/A
2,3,0.125,2.0,3,8,fi,Random,N/A
3,5,0.08333333333333333,2.25,2,12,fi,Human,N/A
3,4,0.08333333333333333,3.9166666666666665,10,12,fi,Random,N/A
5,4,0.07692307692307693,2.076923076923077,0,13,fi,Human,N/A
4,4,0.07692307692307693,4.0,9,13,fi,Random,N/A
6,4,0.08333333333333333,2.1666666666666665,0,12,fi,Human,N/A
3,5,0.08333333333333333,3.8333333333333335,10,12,fi,Random,N/A
3,1,0.25,1.0,0,4,fi,Human,N/A
2,2,0.25,1.5,0,4,fi,Random,N/A
7,4,0.047619047619047616,3.2857142857142856,0,21,fi,Human,N/A
4,6,0.047619047619047616,7.619047619047619,42,21,fi,Random,N/A
4,2,0.14285714285714285,1.4285714285714286,0,7,fi,Human,N/A
3,3,0.14285714285714285,1.8571428571428572,1,7,fi,Random,N/A
5,5,0.05555555555555555,3.3333333333333335,1,18,fi,Human,N/A
6,5,0.05555555555555555,6.111111111111111,49,18,fi,Random,N/A
3,4,0.08333333333333333,2.0,0,12,fi,Human,N/A
3,4,0.08333333333333333,4.916666666666667,19,12,fi,Random,N/A
6,5,0.037037037037037035,2.925925925925926,0,27,fi,Human,N/A
7,4,0.037037037037037035,9.62962962962963,86,27,fi,Random,N/A
4,1,0.2,1.4,0,5,fi,Human,N/A
3,2,0.2,1.6,0,5,fi,Random,N/A
3,6,0.07692307692307693,2.8461538461538463,0,13,fi,Human,N/A
3,4,0.07692307692307693,4.6923076923076925,20,13,fi,Random,N/A
5,4,0.06666666666666667,2.533333333333333,0,15,fi,Human,N/A
3,5,0.06666666666666667,4.333333333333333,13,15,fi,Random,N/A
5,7,0.04,2.88,0,25,fi,Human,N/A
5,5,0.04,8.52,99,25,fi,Random,N/A
6,6,0.05263157894736842,2.6315789473684212,0,19,fi,Human,N/A
3,6,0.05263157894736842,6.315789473684211,40,19,fi,Random,N/A
4,5,0.058823529411764705,2.3529411764705883,0,17,fi,Human,N/A
6,4,0.058823529411764705,5.0588235294117645,24,17,fi,Random,N/A
3,2,0.16666666666666666,1.8333333333333333,0,6,fi,Human,N/A
4,2,0.16666666666666666,2.0,1,6,fi,Random,N/A
3,6,0.07692307692307693,2.3076923076923075,1,13,fi,Human,N/A
5,4,0.07692307692307693,4.461538461538462,18,13,fi,Random,N/A
4,5,0.08333333333333333,2.0833333333333335,0,12,fi,Human,N/A
4,3,0.08333333333333333,3.75,11,12,fi,Random,N/A
4,7,0.05263157894736842,2.526315789473684,0,19,fi,Human,N/A
5,4,0.05263157894736842,6.578947368421052,55,19,fi,Random,N/A
4,5,0.0625,2.5,3,16,fi,Human,N/A
4,5,0.0625,5.875,22,16,fi,Random,N/A
4,5,0.07142857142857142,2.0,0,14,fi,Human,N/A
4,4,0.07142857142857142,4.357142857142857,15,14,fi,Random,N/A
3,3,0.1111111111111111,2.4444444444444446,2,9,fi,Human,N/A
3,3,0.1111111111111111,3.5555555555555554,4,9,fi,Random,N/A
5,3,0.125,1.75,0,8,fi,Human,N/A
3,2,0.125,2.875,4,8,fi,Random,N/A
3,1,0.25,1.0,0,4,fi,Human,N/A
2,2,0.25,1.0,0,4,fi,Random,N/A
3,7,0.07692307692307693,2.4615384615384617,0,13,fi,Human,N/A
5,4,0.07692307692307693,5.769230769230769,21,13,fi,Random,N/A
4,2,0.14285714285714285,2.142857142857143,0,7,fi,Human,N/A
2,3,0.14285714285714285,3.142857142857143,3,7,fi,Random,N/A
5,9,0.05,2.4,0,20,fi,Human,N/A
4,5,0.05,8.85,64,20,fi,Random,N/A
5,10,0.03125,2.78125,4,32,fi,Human,N/A
6,6,0.03125,10.75,136,32,fi,Random,N/A
4,5,0.09090909090909091,1.9090909090909092,0,11,fi,Human,N/A
3,4,0.09090909090909091,3.6363636363636362,12,11,fi,Random,N/A
4,5,0.07142857142857142,2.5714285714285716,1,14,fi,Human,N/A
5,4,0.07142857142857142,4.5,13,14,fi,Random,N/A
3,1,0.25,1.0,0,4,fi,Human,N/A
2,2,0.25,1.25,1,4,fi,Random,N/A
5,5,0.05555555555555555,2.9444444444444446,0,18,fi,Human,N/A
5,5,0.05555555555555555,5.666666666666667,36,18,fi,Random,N/A
3,6,0.05,4.15,0,20,fi,Human,N/A
4,4,0.05,8.35,60,20,fi,Random,N/A
4,3,0.1,2.1,0,10,fi,Human,N/A
3,3,0.1,3.0,14,10,fi,Random,N/A
4,4,0.1111111111111111,2.111111111111111,0,9,fi,Human,N/A
3,4,0.1111111111111111,1.6666666666666667,3,9,fi,Random,N/A
5,4,0.0625,2.625,0,16,fi,Human,N/A
4,4,0.0625,6.3125,21,16,fi,Random,N/A
3,1,0.25,1.0,0,4,fi,Human,N/A
2,2,0.25,1.25,0,4,fi,Random,N/A
4,2,0.16666666666666666,1.6666666666666667,0,6,fi,Human,N/A
4,2,0.16666666666666666,1.8333333333333333,1,6,fi,Random,N/A
4,11,0.03225806451612903,2.935483870967742,2,31,fi,Human,N/A
4,6,0.03225806451612903,9.64516129032258,117,31,fi,Random,N/A
2,1,0.3333333333333333,0.6666666666666666,0,3,fi,Human,N/A
2,1,0.3333333333333333,1.0,0,3,fi,Random,N/A
4,16,0.023809523809523808,2.619047619047619,0,42,fi,Human,N/A
7,7,0.023809523809523808,13.333333333333334,267,42,fi,Random,N/A
3,2,0.2,1.0,0,5,fi,Human,N/A
2,2,0.2,1.8,3,5,fi,Random,N/A
4,3,0.09090909090909091,2.6363636363636362,0,11,fi,Human,N/A
7,2,0.09090909090909091,3.8181818181818183,1,11,fi,Random,N/A
4,2,0.1111111111111111,1.7777777777777777,0,9,fi,Human,N/A
3,3,0.1111111111111111,2.5555555555555554,7,9,fi,Random,N/A
4,3,0.125,1.75,0,8,fi,Human,N/A
4,2,0.125,2.625,5,8,fi,Random,N/A
4,3,0.125,1.75,0,8,fi,Human,N/A
3,3,0.125,1.375,0,8,fi,Random,N/A
3,1,0.25,1.0,0,4,fi,Human,N/A
2,2,0.25,1.0,0,4,fi,Random,N/A
1,1,0.5,0.5,0,2,fi,Human,N/A
1,1,0.5,0.5,0,2,fi,Random,N/A
3,2,0.16666666666666666,2.1666666666666665,0,6,fi,Human,N/A
3,3,0.16666666666666666,2.5,2,6,fi,Random,N/A
6,4,0.0625,2.875,0,16,fi,Human,N/A
3,5,0.0625,3.75,24,16,fi,Random,N/A
3,1,0.25,1.0,0,4,fi,Human,N/A
2,2,0.25,1.5,0,4,fi,Random,N/A
5,4,0.07692307692307693,3.076923076923077,0,13,fi,Human,N/A
3,4,0.07692307692307693,4.615384615384615,18,13,fi,Random,N/A
6,2,0.08333333333333333,2.75,0,12,fi,Human,N/A
3,6,0.08333333333333333,3.8333333333333335,15,12,fi,Random,N/A
4,1,0.2,1.4,0,5,fi,Human,N/A
2,3,0.2,1.6,2,5,fi,Random,N/A
3,1,0.25,1.0,0,4,fi,Human,N/A
2,2,0.25,1.25,1,4,fi,Random,N/A
4,3,0.14285714285714285,1.7142857142857142,0,7,fi,Human,N/A
2,3,0.14285714285714285,1.5714285714285714,1,7,fi,Random,N/A
4,1,0.2,1.4,0,5,fi,Human,N/A
2,3,0.2,1.4,1,5,fi,Random,N/A
4,6,0.041666666666666664,3.3333333333333335,3,24,fi,Human,N/A
6,6,0.041666666666666664,9.416666666666666,86,24,fi,Random,N/A
3,1,0.25,1.5,0,4,fi,Human,N/A
2,2,0.25,1.75,1,4,fi,Random,N/A
4,2,0.16666666666666666,2.3333333333333335,1,6,fi,Human,N/A
